ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
white-bread,weinbrand-brandy,0.266,2,Furfuryl Alcohol;2-Furaldehyde,Subtle pairing; both contain Furfuryl Alcohol and 2-Furaldehyde
white-bread,malt-whisky,0.266,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,wine,0.252,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,bilberry-wine,0.268,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,botrytized-wine,0.266,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,champagne,0.27,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,plum-wine,0.269,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,port-wine,0.26,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,rose-wine,0.265,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,sparkling-wine,0.26,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,strawberry-wine,0.267,3,Furfuryl Alcohol;2-Furaldehyde;Ethyl Levulinate,"Subtle pairing; both contain Furfuryl Alcohol, 2-Furaldehyde and Ethyl Levulinate"
white-bread,coffee,0.301,5,Furfuryl Alcohol;2-Furaldehyde;methylglyoxal;3-Methyl-2-Buten-1-Ol;Furfuryl acetate,Subtle pairing with 5 shared flavor compounds including Furfuryl Alcohol
wholewheat-bread,wort,0.591,10,1-Octen-3-Ol;2-Acetylpyrrole;4-Methyl-2-pentanone;gamma-Nonanolactone;dimethyl sulfide,Good pairing with 10 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,beer,0.744,42,Dodecanal;Violet leaf aldehyde;1-Octen-3-Ol;1-Nonanol;4-Methyl-2-pentanone,Strong pairing with 42 shared flavor compounds including Dodecanal
wholewheat-bread,bantu-beer,0.374,3,dimethyl sulfide;1-octanol;Isobutyl Acetate,"Subtle pairing; both contain dimethyl sulfide, 1-octanol and Isobutyl Acetate"
wholewheat-bread,brandy,0.483,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,anise-brandy,0.481,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,apple-brandy,0.439,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,armagnac-brandy,0.481,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,blackberry-brandy,0.481,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,cherry-brandy,0.479,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,cognac-brandy,0.596,22,1-Octen-3-Ol;4-Methyl-2-pentanone;Octan-2-one;2-Methylbutanoic acid;isopropanol,Good pairing with 22 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,papaya-brandy,0.481,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,pear-brandy,0.456,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,plum-brandy,0.503,8,4-Methyl-2-pentanone;Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;isopropanol,Good pairing with 8 shared flavor compounds including 4-Methyl-2-pentanone
wholewheat-bread,raspberry-brandy,0.479,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,weinbrand-brandy,0.477,6,Heptanoic Acid;Ethyl Lactate;Isobutyraldehyde;Ethyl Undecanoate;1-octanol,Good pairing with 6 shared flavor compounds including Heptanoic Acid
wholewheat-bread,gin,0.474,4,Thiamine Hydrochloride;Heptanoic Acid;CID 644104;thiamine,Good pairing with 4 shared flavor compounds including Thiamine Hydrochloride
wholewheat-bread,rum,0.634,24,Dodecanal;1-Octen-3-Ol;1-Nonanol;Octan-2-one;2-Methylbutanoic acid,Strong pairing with 24 shared flavor compounds including Dodecanal
wholewheat-bread,whisky,0.639,16,Thiamine Hydrochloride;Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Ethyl Lactate,Strong pairing with 16 shared flavor compounds including Thiamine Hydrochloride
wholewheat-bread,bourbon-whisky,0.565,13,Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Ethyl Lactate;2-Methylbutanoic acid,Good pairing with 13 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,canadian-whisky,0.58,13,Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Ethyl Lactate;2-Methylbutanoic acid,Good pairing with 13 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,finnish-whisky,0.59,14,Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Pyrrolidine;Ethyl Lactate,Good pairing with 14 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,japanese-whisky,0.57,13,Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Ethyl Lactate;2-Methylbutanoic acid,Good pairing with 13 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,malt-whisky,0.649,19,2-Methylbutanoic acid;lactic acid;Nonanoic Acid;1-octanol;Isobutyl Acetate,Strong pairing with 19 shared flavor compounds including 2-Methylbutanoic acid
wholewheat-bread,scotch-whisky,0.571,14,Isoamyl Acetate;gamma-Nonanolactone;Heptanoic Acid;Ethyl Lactate;2-Methylbutanoic acid,Good pairing with 14 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,wine,0.77,30,1-Octen-3-Ol;1-Nonanol;Octan-2-one;Gallocatechin;isopropanol,Strong pairing with 30 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,bilberry-wine,0.672,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,botrytized-wine,0.666,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,champagne,0.675,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,cider,0.451,7,Isoamyl Acetate;Propyl acetate;2-Methylbutanoic acid;Isobutyraldehyde;lactic acid,Good pairing with 7 shared flavor compounds including Isoamyl Acetate
wholewheat-bread,plum-wine,0.674,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,port-wine,0.683,22,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 22 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,red-wine,0.658,23,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 23 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,rose-wine,0.665,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,sake,0.795,14,Levulinic Acid;methanethiol;Isoamyl Acetate;dimethyl sulfide;Heptanoic Acid,Strong pairing with 14 shared flavor compounds including Levulinic Acid
wholewheat-bread,sherry,0.662,25,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 25 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,sparkling-wine,0.651,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,strawberry-wine,0.668,20,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Strong pairing with 20 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,white-wine,0.573,22,1-Octen-3-Ol;1-Nonanol;Octan-2-one;isopropanol;lactic acid,Good pairing with 22 shared flavor compounds including 1-Octen-3-Ol
wholewheat-bread,coffee,0.702,38,"Violet leaf aldehyde;1-Octen-3-Ol;5,6,7,8-Tetrahydroquinoxaline;4-Methyl-2-pentanone;Octan-2-one",Strong pairing with 38 shared flavor compounds including Violet leaf aldehyde
wholewheat-bread,mate,0.711,13,Dodecanal;Violet leaf aldehyde;1-Octen-3-Ol;1-Nonanol;1-Penten-3-Ol,Strong pairing with 13 shared flavor compounds including Dodecanal
wholewheat-bread,black-tea,0.355,4,"3,3-Dimethylacrylic acid;1-Penten-3-Ol;(2E,4E)-Octa-2,4-dienal;2,3,5,6-Tetramethylpyrazine","Subtle pairing with 4 shared flavor compounds including 3,3-Dimethylacrylic acid"
wholewheat-bread,green-tea,0.427,4,"gamma-Nonanolactone;2,3,5,6-Tetramethylpyrazine;1-octanol;1-Penten-3-Ol",Good pairing with 4 shared flavor compounds including gamma-Nonanolactone
wort,beer,0.802,50,alpha-TERPINEOL;2-Methoxy-4-Methylphenol;5-Methylfurfural;1-Octen-3-Ol;Nerolidol,Excellent pairing with 50 shared flavor compounds including alpha-TERPINEOL
wort,bantu-beer,0.471,4,dimethyl sulfide;Phenethyl acetate;2-Methyl-1-propanol;Pentanal,Good pairing with 4 shared flavor compounds including dimethyl sulfide
wort,brandy,0.58,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,anise-brandy,0.577,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,apple-brandy,0.555,10,Phenethyl acetate;Thiazole;6-Methyl-5-Hepten-2-One;Isovaleric Acid;nerol,Good pairing with 10 shared flavor compounds including Phenethyl acetate
wort,armagnac-brandy,0.577,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,blackberry-brandy,0.577,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,cherry-brandy,0.575,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,cognac-brandy,0.811,42,alpha-TERPINEOL;5-Methylfurfural;1-Octen-3-Ol;Thiazole;Nerolidol,Excellent pairing with 42 shared flavor compounds including alpha-TERPINEOL
wort,papaya-brandy,0.577,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,pear-brandy,0.605,11,2-Methoxy-4-Methylphenol;Phenethyl acetate;Thiazole;Isovaleric Acid;nerol,Strong pairing with 11 shared flavor compounds including 2-Methoxy-4-Methylphenol
wort,plum-brandy,0.58,11,Phenethyl acetate;Thiazole;4-Methyl-2-pentanone;Isovaleric Acid;nerol,Good pairing with 11 shared flavor compounds including Phenethyl acetate
wort,raspberry-brandy,0.575,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,weinbrand-brandy,0.572,9,Phenethyl acetate;Thiazole;Isovaleric Acid;nerol;2-Furaldehyde,Good pairing with 9 shared flavor compounds including Phenethyl acetate
wort,gin,0.351,3,nerol;2-Methyl-1-propanol;3-Methyl-1-butanol,"Subtle pairing; both contain nerol, 2-Methyl-1-propanol and 3-Methyl-1-butanol"
wort,rum,0.736,33,alpha-TERPINEOL;2-Methoxy-4-Methylphenol;1-Octen-3-Ol;Thiazole;2-Methylpyrazine,Strong pairing with 33 shared flavor compounds including alpha-TERPINEOL
wort,whisky,0.704,20,2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid;lauric acid,Strong pairing with 20 shared flavor compounds including 2-Methylpyrazine
wort,bourbon-whisky,0.709,21,2-Methoxy-4-Methylphenol;2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid,Strong pairing with 21 shared flavor compounds including 2-Methoxy-4-Methylphenol
wort,canadian-whisky,0.71,20,2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid;lauric acid,Strong pairing with 20 shared flavor compounds including 2-Methylpyrazine
wort,finnish-whisky,0.713,21,2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid;lauric acid,Strong pairing with 21 shared flavor compounds including 2-Methylpyrazine
wort,japanese-whisky,0.698,20,2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid;lauric acid,Strong pairing with 20 shared flavor compounds including 2-Methylpyrazine
wort,malt-whisky,0.705,23,2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid;lauric acid,Strong pairing with 23 shared flavor compounds including 2-Methylpyrazine
wort,scotch-whisky,0.724,23,2-Methoxy-4-Methylphenol;2-Methylpyrazine;oleic acid;2-Furaldehyde;lactic acid,Strong pairing with 23 shared flavor compounds including 2-Methoxy-4-Methylphenol
wort,wine,0.724,27,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 27 shared flavor compounds including alpha-TERPINEOL
wort,bilberry-wine,0.754,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,botrytized-wine,0.749,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,champagne,0.758,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,cider,0.651,15,Phenethyl acetate;6-Methyl-5-Hepten-2-One;Isovaleric Acid;oleic acid;Methyl Hexanoate,Strong pairing with 15 shared flavor compounds including Phenethyl acetate
wort,plum-wine,0.756,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,port-wine,0.733,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,red-wine,0.743,30,alpha-TERPINEOL;2-Methoxy-4-Methylphenol;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal,Strong pairing with 30 shared flavor compounds including alpha-TERPINEOL
wort,rose-wine,0.774,28,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 28 shared flavor compounds including alpha-TERPINEOL
wort,sake,0.749,13,4-Methylpentanoic Acid;dimethyl sulfide;Isovaleric Acid;oleic acid;Dimethyl disulfide,Strong pairing with 13 shared flavor compounds including 4-Methylpentanoic Acid
wort,sherry,0.751,33,alpha-TERPINEOL;2-Methoxy-4-Methylphenol;1-Octen-3-Ol;4'-Hydroxyacetophenone;Octan-2-one,Strong pairing with 33 shared flavor compounds including alpha-TERPINEOL
wort,sparkling-wine,0.746,27,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 27 shared flavor compounds including alpha-TERPINEOL
wort,strawberry-wine,0.751,26,alpha-TERPINEOL;1-Octen-3-Ol;Octan-2-one;3-Methylbutanal;2-Furaldehyde,Strong pairing with 26 shared flavor compounds including alpha-TERPINEOL
wort,white-wine,0.718,35,alpha-TERPINEOL;2-Methoxy-4-Methylphenol;1-Octen-3-Ol;Nerolidol;Octan-2-one,Strong pairing with 35 shared flavor compounds including alpha-TERPINEOL
wort,coffee,0.697,38,2-Methoxy-4-Methylphenol;5-Methylfurfural;1-Octen-3-Ol;Thiazole;4-Methyl-2-pentanone,Strong pairing with 38 shared flavor compounds including 2-Methoxy-4-Methylphenol
wort,mate,0.886,22,2-Methoxy-4-Methylphenol;5-Methylfurfural;1-Octen-3-Ol;Nerolidol;2-Methylpyrazine,Excellent pairing with 22 shared flavor compounds including 2-Methoxy-4-Methylphenol
wort,black-tea,0.383,5,"4-Methylpentanoic Acid;2,3,5-Trimethylpyrazine;3,3-Dimethylacrylic acid;Methyl octanoate;4-Vinylphenol",Subtle pairing with 5 shared flavor compounds including 4-Methylpentanoic Acid
wort,green-tea,0.464,5,"Nerolidol;phenylacetaldehyde;gamma-Nonanolactone;2,3,5-Trimethylpyrazine;23747-48-0",Good pairing with 5 shared flavor compounds including Nerolidol
arrack,anise-brandy,0.293,2,1-propanol;Methyl Acetate,Subtle pairing; both contain 1-propanol and Methyl Acetate
arrack,apple-brandy,0.354,3,1-propanol;Diethyl Succinate;Methyl Acetate,"Subtle pairing; both contain 1-propanol, Diethyl Succinate and Methyl Acetate"
arrack,armagnac-brandy,0.293,2,1-propanol;Methyl Acetate,Subtle pairing; both contain 1-propanol and Methyl Acetate
arrack,cherry-brandy,0.29,2,Diethyl Succinate;Methyl Acetate,Subtle pairing; both contain Diethyl Succinate and Methyl Acetate
arrack,cognac-brandy,0.308,4,1-propanol;Diethyl Succinate;Methyl Acetate;Propyl acetate,Subtle pairing with 4 shared flavor compounds including 1-propanol
arrack,pear-brandy,0.26,2,1-propanol;Methyl Acetate,Subtle pairing; both contain 1-propanol and Methyl Acetate
arrack,plum-brandy,0.351,3,1-propanol;Diethyl Succinate;Methyl Acetate,"Subtle pairing; both contain 1-propanol, Diethyl Succinate and Methyl Acetate"
arrack,gin,0.52,2,1-propanol;Methyl Acetate,Good pairing; both contain 1-propanol and Methyl Acetate
arrack,bourbon-whisky,0.29,3,1-propanol;Diethyl Succinate;Methyl Acetate,"Subtle pairing; both contain 1-propanol, Diethyl Succinate and Methyl Acetate"
arrack,malt-whisky,0.36,4,1-propanol;Diethyl Succinate;Methyl Acetate;Propyl acetate,Subtle pairing with 4 shared flavor compounds including 1-propanol
arrack,scotch-whisky,0.281,3,1-propanol;Diethyl Succinate;Methyl Acetate,"Subtle pairing; both contain 1-propanol, Diethyl Succinate and Methyl Acetate"
arrack,wine,0.256,3,1-propanol;Methyl Acetate;Propyl acetate,"Subtle pairing; both contain 1-propanol, Methyl Acetate and Propyl acetate"
arrack,bilberry-wine,0.275,3,1-propanol;Methyl Acetate;Propyl acetate,"Subtle pairing; both contain 1-propanol, Methyl Acetate and Propyl acetate"
arrack,botrytized-wine,0.272,3,1-propanol;Methyl Acetate;Propyl acetate,"Subtle pairing; both contain 1-propanol, Methyl Acetate and Propyl acetate"
arrack,champagne,0.277,3,1-propanol;Methyl Acetate;Propyl acetate,"Subtle pairing; both contain 1-propanol, Methyl Acetate and Propyl acetate"
arrack,cider,0.43,4,1-propanol;Diethyl Succinate;Methyl Acetate;Propyl acetate,Good pairing with 4 shared flavor compounds including 1-propanol
arrack,plum-wine,0.276,3,1-propanol;Methyl Acetate;Propyl acetate,"Subtle pairing; both contain 1-propanol, Methyl Acetate and Propyl acetate"
arrack,port-wine,0.351,4,1-propanol;Diethyl Succinate;Methyl Acetate;Propyl acetate,Subtle pairing with 4 shared flavor compounds including 1-propanol
